Customer ID,Age,Generation,Gender,Item Purchased,Category, Purchase Amount (USD) ,Previous Purchases, Revenue Amount(USD) , Number Of Orders , Average Order Value(AOV) ,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Preferred Payment Method,Frequency of Purchases
3329,42,,Female,Sandals,Footwear,35,11,385,,,Wisconsin,M,Violet,Spring,3.2,No,Free Shipping,No,No,Cash,Bi-Weekly
3330,34,,Female,Backpack,Accessories,54,1,54,,,New Jersey,M,Gray,Winter,3.8,No,Express,No,No,Debit Card,Bi-Weekly
3331,38,Millennials,Female,Sneakers,Footwear,96,41,3936,1,3936,Missouri,M,Black,Spring,3.2,No,2-Day Shipping,No,No,Bank Transfer,Quarterly
3332,55,Gen X,Female,Sunglasses,Accessories,58,39,2262,1,2262,California,M,Pink,Summer,3.5,No,Free Shipping,No,No,PayPal,Quarterly
3333,27,,Female,T-shirt,Clothing,23,1,23,,,Washington,M,Silver,Summer,3.1,No,2-Day Shipping,No,No,PayPal,Bi-Weekly
3334,55,Gen X,Female,Jeans,Clothing,35,3,105,1,105,Minnesota,M,Violet,Spring,4.2,No,Express,No,No,PayPal,Monthly
3335,66,Baby Boomers,Female,Shirt,Clothing,23,21,483,1,483,California,M,Beige,Summer,3.4,No,Free Shipping,No,No,Credit Card,Annually
3336,44,Gen X,Female,Hat,Accessories,94,48,4512,1,4512,Texas,XL,Cyan,Winter,3.5,No,Express,No,No,Bank Transfer,Quarterly
3337,39,Millennials,Female,Blouse,Clothing,45,24,1080,1,1080,Montana,M,Brown,Fall,4,No,Free Shipping,No,No,Debit Card,Annually
3338,23,,Female,Jacket,Outerwear,23,45,1035,,,Arizona,L,Blue,Winter,4.4,No,2-Day Shipping,No,No,Bank Transfer,Bi-Weekly
3339,29,Millennials,Female,Skirt,Clothing,94,46,4324,1,4324,Minnesota,L,White,Winter,2.9,No,2-Day Shipping,No,No,Credit Card,Monthly
3340,20,Gen Z,Female,Gloves,Accessories,99,35,3465,1,3465,Nebraska,M,Cyan,Fall,3.6,No,Store Pickup,No,No,Cash,Fortnightly
3341,42,Gen X,Female,T-shirt,Clothing,36,47,1692,1,1692,Virginia,XL,Maroon,Fall,4.4,No,Free Shipping,No,No,Credit Card,Fortnightly
3342,55,Gen X,Female,Jacket,Outerwear,50,35,1750,1,1750,Connecticut,XL,Olive,Summer,4.5,No,Standard,No,No,Credit Card,Monthly
3343,66,Baby Boomers,Female,Jacket,Outerwear,81,45,3645,1,3645,New Jersey,M,Violet,Spring,3.8,No,Free Shipping,No,No,Credit Card,Weekly
3344,24,,Female,Shorts,Clothing,31,6,186,,,Kentucky,XL,Green,Winter,3.6,No,2-Day Shipping,No,No,Cash,Bi-Weekly
3345,62,Baby Boomers,Female,Hat,Accessories,48,20,960,1,960,Washington,XL,Magenta,Fall,4.3,No,Free Shipping,No,No,Cash,Annually
3346,28,,Female,Handbag,Accessories,91,3,273,,,Florida,M,Turquoise,Summer,4,No,2-Day Shipping,No,No,Venmo,Bi-Weekly
3347,30,Millennials,Female,Jeans,Clothing,99,30,2970,1,2970,Oklahoma,M,Black,Summer,3.4,No,Express,No,No,Venmo,Quarterly
3348,22,,Female,Shoes,Footwear,70,28,1960,,,Iowa,XL,Cyan,Summer,4.4,No,Standard,No,No,PayPal,Bi-Weekly
3349,28,Millennials,Female,T-shirt,Clothing,74,15,1110,1,1110,New Hampshire,L,Gray,Winter,2.8,No,Standard,No,No,Cash,Every 3 Months
3350,35,Millennials,Female,Jewelry,Accessories,79,29,2291,1,2291,Georgia,M,Red,Fall,2.8,No,Store Pickup,No,No,PayPal,Quarterly
3351,45,,Female,Handbag,Accessories,33,15,495,,,Mississippi,S,Olive,Fall,4.9,No,2-Day Shipping,No,No,Cash,Bi-Weekly
3352,43,Gen X,Female,Shirt,Clothing,49,18,882,1,882,New Hampshire,L,Cyan,Spring,4.2,No,2-Day Shipping,No,No,Bank Transfer,Fortnightly
3353,55,,Female,Belt,Accessories,96,7,672,,,Washington,M,Teal,Summer,2.9,No,Next Day Air,No,No,Bank Transfer,Bi-Weekly
3354,31,Millennials,Female,Dress,Clothing,66,19,1254,1,1254,Ohio,L,Teal,Fall,4.6,No,Free Shipping,No,No,Credit Card,Every 3 Months
3355,42,Gen X,Female,Skirt,Clothing,45,15,675,1,675,Maryland,M,Orange,Fall,2.8,No,Next Day Air,No,No,PayPal,Weekly
3356,40,,Female,Blouse,Clothing,28,3,84,,,Delaware,M,Peach,Spring,2.6,No,Store Pickup,No,No,Bank Transfer,Bi-Weekly
3357,39,,Female,Jeans,Clothing,48,13,624,,,Tennessee,M,Silver,Summer,3.5,No,Store Pickup,No,No,PayPal,Bi-Weekly
3358,41,Millennials,Female,Hoodie,Clothing,67,37,2479,1,2479,Arkansas,M,Pink,Winter,3.5,No,Free Shipping,No,No,Credit Card,Monthly
3359,56,Gen X,Female,T-shirt,Clothing,59,26,1534,1,1534,Tennessee,M,Magenta,Fall,3.4,No,2-Day Shipping,No,No,Cash,Annually
3360,43,Gen X,Female,Sunglasses,Accessories,74,29,2146,1,2146,New Hampshire,L,Red,Fall,3.9,No,Next Day Air,No,No,Debit Card,Monthly
3361,22,Gen Z,Female,Jacket,Outerwear,81,47,3807,1,3807,Minnesota,M,Maroon,Spring,3.3,No,2-Day Shipping,No,No,Cash,Every 3 Months
3362,47,,Female,Shoes,Footwear,26,47,1222,,,Florida,M,Silver,Spring,4.1,No,Free Shipping,No,No,Credit Card,Bi-Weekly
3363,50,Gen X,Female,Handbag,Accessories,61,48,2928,1,2928,Tennessee,M,Gray,Summer,3,No,Next Day Air,No,No,Venmo,Fortnightly
3364,58,,Female,Sweater,Clothing,23,46,1058,,,California,M,Turquoise,Winter,3,No,Next Day Air,No,No,Bank Transfer,Bi-Weekly
3365,50,Gen X,Female,Scarf,Accessories,33,7,231,1,231,Oregon,M,Peach,Fall,3.2,No,Standard,No,No,Credit Card,Monthly
3366,43,Gen X,Female,Skirt,Clothing,58,45,2610,1,2610,Tennessee,L,Teal,Fall,3.9,No,Express,No,No,Credit Card,Every 3 Months
3367,38,Millennials,Female,Gloves,Accessories,65,47,3055,1,3055,North Carolina,M,Red,Spring,3.6,No,2-Day Shipping,No,No,Debit Card,Quarterly
3368,44,Gen X,Female,T-shirt,Clothing,48,6,288,1,288,Tennessee,M,Blue,Summer,3.1,No,Store Pickup,No,No,Venmo,Fortnightly
3369,30,Millennials,Female,Sandals,Footwear,25,29,725,1,725,Nebraska,M,Blue,Spring,4.8,No,Express,No,No,Bank Transfer,Every 3 Months
3370,47,Gen X,Female,Sweater,Clothing,51,42,2142,1,2142,Maine,M,Indigo,Winter,3.8,No,2-Day Shipping,No,No,Cash,Monthly
3371,30,Millennials,Female,Belt,Accessories,31,46,1426,1,1426,Illinois,M,Charcoal,Summer,2.8,No,Store Pickup,No,No,Cash,Fortnightly
3372,49,Gen X,Female,Hoodie,Clothing,99,28,2772,1,2772,Colorado,S,Turquoise,Winter,4,No,Next Day Air,No,No,PayPal,Annually
3373,56,Gen X,Female,Socks,Clothing,25,14,350,1,350,Pennsylvania,M,Maroon,Winter,4.6,No,Free Shipping,No,No,Credit Card,Every 3 Months
3374,70,Baby Boomers,Female,Sandals,Footwear,52,12,624,1,624,Minnesota,M,Purple,Spring,3.5,No,Store Pickup,No,No,Debit Card,Every 3 Months
3375,22,Gen Z,Female,Blouse,Clothing,47,41,1927,1,1927,Nevada,S,Lavender,Spring,3.7,No,2-Day Shipping,No,No,Debit Card,Annually
3376,51,Gen X,Female,Boots,Footwear,98,8,784,1,784,Connecticut,XL,Yellow,Fall,4.9,No,Express,No,No,Credit Card,Annually
3377,22,Gen Z,Female,Hat,Accessories,46,24,1104,1,1104,Ohio,M,Green,Winter,4.1,No,Store Pickup,No,No,Cash,Quarterly
3378,37,Millennials,Female,Shirt,Clothing,32,18,576,1,576,Kentucky,M,Yellow,Winter,4.6,No,Next Day Air,No,No,PayPal,Fortnightly
3379,49,Gen X,Female,Shorts,Clothing,75,6,450,1,450,Minnesota,L,Gold,Fall,4.5,No,Next Day Air,No,No,Cash,Quarterly
3380,61,Baby Boomers,Female,Handbag,Accessories,51,40,2040,1,2040,Tennessee,L,Turquoise,Summer,5,No,Store Pickup,No,No,Cash,Weekly
3381,41,Millennials,Female,Dress,Clothing,52,6,312,1,312,North Dakota,L,Blue,Summer,3.8,No,Standard,No,No,PayPal,Every 3 Months
3382,57,Gen X,Female,Hat,Accessories,66,27,1782,1,1782,Minnesota,L,Turquoise,Winter,4.7,No,Standard,No,No,Credit Card,Quarterly
3383,34,Millennials,Female,Sweater,Clothing,35,2,70,1,70,Nebraska,M,Maroon,Spring,2.8,No,Express,No,No,Bank Transfer,Weekly
3384,27,,Female,Coat,Outerwear,43,39,1677,,,Delaware,M,Pink,Fall,2.6,No,Next Day Air,No,No,Venmo,Bi-Weekly
3385,39,Millennials,Female,Hoodie,Clothing,24,9,216,1,216,Minnesota,L,Maroon,Summer,3.8,No,Free Shipping,No,No,Venmo,Quarterly
3386,62,Baby Boomers,Female,Jewelry,Accessories,83,16,1328,1,1328,Rhode Island,M,Olive,Winter,2.8,No,Standard,No,No,Credit Card,Every 3 Months
3387,34,Millennials,Female,T-shirt,Clothing,62,36,2232,1,2232,Michigan,M,Lavender,Fall,2.6,No,2-Day Shipping,No,No,Cash,Quarterly
3388,53,,Female,Pants,Clothing,78,2,156,,,New Jersey,S,Pink,Spring,3.4,No,2-Day Shipping,No,No,Credit Card,Bi-Weekly
3389,35,Millennials,Female,Sweater,Clothing,61,21,1281,1,1281,South Dakota,M,Cyan,Spring,4.5,No,Store Pickup,No,No,Credit Card,Weekly
3390,38,Millennials,Female,Pants,Clothing,57,39,2223,1,2223,North Carolina,L,Maroon,Fall,3.8,No,Free Shipping,No,No,Venmo,Annually
3391,32,Millennials,Female,Socks,Clothing,70,38,2660,1,2660,Oregon,S,Red,Summer,3,No,Next Day Air,No,No,PayPal,Annually
3392,47,Gen X,Female,Hoodie,Clothing,57,6,342,1,342,Montana,M,Silver,Fall,3.7,No,2-Day Shipping,No,No,Debit Card,Every 3 Months
3393,53,,Female,Scarf,Accessories,74,6,444,,,New Jersey,XL,Blue,Winter,4.4,No,Free Shipping,No,No,Venmo,Bi-Weekly
3394,60,Baby Boomers,Female,Dress,Clothing,90,50,4500,1,4500,Arizona,M,Gold,Fall,3.1,No,Next Day Air,No,No,Debit Card,Monthly
3395,31,Millennials,Female,Sandals,Footwear,98,9,882,1,882,Vermont,S,Yellow,Spring,4.2,No,Store Pickup,No,No,PayPal,Annually
3396,44,Gen X,Female,Dress,Clothing,43,15,645,1,645,Colorado,M,Silver,Winter,3.1,No,Free Shipping,No,No,Debit Card,Every 3 Months
3397,29,Millennials,Female,Pants,Clothing,37,5,185,1,185,Tennessee,XL,Black,Winter,5,No,Next Day Air,No,No,PayPal,Quarterly
3398,19,,Female,Blouse,Clothing,38,13,494,,,New Jersey,L,Yellow,Summer,2.7,No,Standard,No,No,Bank Transfer,Bi-Weekly
3399,54,Gen X,Female,Jeans,Clothing, $60 ,44,2640,1,2640,Montana,L,Pink,Winter,3.8,No,Standard,No,No,Cash,Fortnightly
3400,40,Millennials,Female,Pants,Clothing,55,36,1980,1,1980,Montana,XL,Yellow,Winter,3.3,No,Standard,No,No,Debit Card,Annually
3401,39,Millennials,Female,Sunglasses,Accessories,51,18,918,1,918,Nevada,M,Lavender,Fall,4.8,No,Free Shipping,No,No,Venmo,Fortnightly
3402,44,Gen X,Female,Backpack,Accessories,71,39,2769,1,2769,Nevada,L,Peach,Winter,3.4,No,Standard,No,No,Credit Card,Weekly
3403,22,Gen Z,Female,Hoodie,Clothing,61,11,671,1,671,Louisiana,M,Black,Spring,4.4,No,2-Day Shipping,No,No,PayPal,Every 3 Months
3404,30,,Female,Boots,Footwear,65,1,65,,,Illinois,M,Olive,Summer,3.9,No,Standard,No,No,Cash,Bi-Weekly
3405,69,Baby Boomers,Female,Gloves,Accessories,34,34,1156,1,1156,South Carolina,L,Olive,Fall,3.9,No,2-Day Shipping,No,No,Credit Card,Annually
3406,28,,Female,Blouse,Clothing,87,47,4089,,,Washington,M,White,Summer,4.2,No,Store Pickup,No,No,Bank Transfer,Bi-Weekly
3407,57,Gen X,Female,Sweater,Clothing,79,24,1896,1,1896,Nebraska,M,Red,Spring,4,No,Store Pickup,No,No,Venmo,Quarterly
3408,46,Gen X,Female,Dress,Clothing,46,20,920,1,920,Alabama,S,Purple,Spring,2.6,No,Store Pickup,No,No,Cash,Quarterly
3409,48,Gen X,Female,Socks,Clothing,72,11,792,1,792,Montana,L,Purple,Summer,4.4,No,Standard,No,No,Bank Transfer,Annually
3410,24,Gen Z,Female,Shirt,Clothing,93,3,279,1,279,Minnesota,M,Teal,Summer,3.2,No,Next Day Air,No,No,Credit Card,Every 3 Months
3411,50,,Female,Sandals,Footwear,76,38,2888,,,Ohio,L,Teal,Summer,4.3,No,Free Shipping,No,No,Bank Transfer,Bi-Weekly
3412,29,Millennials,Female,Shoes,Footwear,56,45,2520,1,2520,New York,L,Gray,Winter,4.9,No,2-Day Shipping,No,No,Cash,Weekly
3413,61,Baby Boomers,Female,Sandals,Footwear,83,31,2573,1,2573,Indiana,M,Magenta,Fall,3.8,No,Store Pickup,No,No,Venmo,Quarterly
3414,34,,Female,Gloves,Accessories,90,16,1440,,,Delaware,XL,Black,Winter,2.5,No,Express,No,No,PayPal,Bi-Weekly
3415,27,Millennials,Female,Boots,Footwear,94,3,282,1,282,Connecticut,M,Maroon,Spring,4.9,No,Next Day Air,No,No,Bank Transfer,Quarterly
3416,38,Millennials,Female,Blouse,Clothing,68,15,1020,1,1020,New York,M,Gold,Fall,3,No,2-Day Shipping,No,No,Bank Transfer,Annually
3417,25,Gen Z,Female,Sandals,Footwear,53,11,583,1,583,Alabama,M,Purple,Spring,3.2,No,Store Pickup,No,No,Bank Transfer,Every 3 Months
3418,54,Gen X,Female,Coat,Outerwear,35,22,770,1,770,Massachusetts,M,Blue,Summer,2.9,No,2-Day Shipping,No,No,Debit Card,Fortnightly
3419,53,Gen X,Female,Jacket,Outerwear,30,35,1050,1,1050,South Carolina,M,Beige,Summer,2.8,No,Free Shipping,No,No,Debit Card,Annually
3420,23,,Female,Jewelry,Accessories,26,5,130,,,West Virginia,L,Indigo,Winter,3.1,No,Store Pickup,No,No,Venmo,Bi-Weekly
3421,19,,Female,Hat,Accessories,60,35,2100,,,Kentucky,M,Purple,Winter,3.4,No,Express,No,No,PayPal,Bi-Weekly
3422,57,Gen X,Female,Shoes,Footwear,30,27,810,1,810,New Jersey,M,Maroon,Summer,2.9,No,Free Shipping,No,No,PayPal,Weekly
3423,19,Gen Z,Female,Coat,Outerwear,91,9,819,1,819,New York,L,Beige,Winter,3.2,No,Next Day Air,No,No,Venmo,Monthly
3424,33,,Female,Boots,Footwear,71,21,1491,,,Massachusetts,M,Brown,Spring,3.8,No,Next Day Air,No,No,PayPal,Bi-Weekly
3425,33,Millennials,Female,Scarf,Accessories,64,23,1472,1,1472,Florida,L,Green,Summer,3.6,No,2-Day Shipping,No,No,Credit Card,Monthly
3426,38,,Female,Hat,Accessories,54,3,162,,,Michigan,M,Blue,Summer,4.3,No,Next Day Air,No,No,Debit Card,Bi-Weekly
3427,47,Gen X,Female,Socks,Clothing,35,31,1085,1,1085,Oregon,XL,Magenta,Fall,4.8,No,2-Day Shipping,No,No,Credit Card,Annually
3428,39,Millennials,Female,T-shirt,Clothing,38,44,1672,1,1672,Michigan,XL,Turquoise,Winter,2.5,No,Store Pickup,No,No,Cash,Annually
3429,32,Millennials,Female,Jewelry,Accessories,69,20,1380,1,1380,Washington,M,Gray,Fall,2.5,No,Next Day Air,No,No,Venmo,Monthly
3430,27,Millennials,Female,Skirt,Clothing,96,34,3264,1,3264,Alaska,S,Purple,Winter,4.6,No,Express,No,No,Debit Card,Weekly
3431,67,Baby Boomers,Female,Socks,Clothing,73,17,1241,1,1241,Montana,M,Lavender,Winter,4.2,No,Next Day Air,No,No,Bank Transfer,Every 3 Months
3432,46,Gen X,Female,Belt,Accessories,49,20,980,1,980,New Mexico,S,Green,Summer,4.2,No,Express,No,No,Venmo,Annually
3433,36,Millennials,Female,Boots,Footwear,44,46,2024,1,2024,Connecticut,M,Gray,Summer,4.8,No,2-Day Shipping,No,No,PayPal,Every 3 Months
3434,62,Baby Boomers,Female,Socks,Clothing,93,28,2604,1,2604,Alaska,M,Yellow,Spring,4.5,No,Free Shipping,No,No,PayPal,Annually
3435,31,Millennials,Female,Pants,Clothing,72,6,432,1,432,Ohio,S,Orange,Summer,3.3,No,2-Day Shipping,No,No,Venmo,Fortnightly
3436,68,,Female,Socks,Clothing,91,50,4550,,,Montana,M,Beige,Summer,2.7,No,2-Day Shipping,No,No,Debit Card,Bi-Weekly
3437,57,Gen X,Female,Belt,Accessories,83,41,3403,1,3403,Nebraska,L,Peach,Winter,2.8,No,2-Day Shipping,No,No,Bank Transfer,Monthly
3438,22,Gen Z,Female,Jacket,Outerwear,62,50,3100,1,3100,Oklahoma,S,Green,Winter,3.5,No,2-Day Shipping,No,No,PayPal,Annually
3439,26,Gen Z,Female,Shirt,Clothing,71,33,2343,1,2343,Kentucky,M,Violet,Fall,3,No,Store Pickup,No,No,Credit Card,Monthly
3440,43,Gen X,Female,Gloves,Accessories,93,25,2325,1,2325,Idaho,M,Gray,Summer,4.5,No,Express,No,No,Venmo,Quarterly
3441,45,Gen X,Female,Handbag,Accessories,63,2,126,1,126,Maryland,L,Magenta,Fall,4.3,No,2-Day Shipping,No,No,PayPal,Weekly
3442,64,Baby Boomers,Female,Sweater,Clothing,96,15,1440,1,1440,Tennessee,XL,Charcoal,Fall,4.1,No,Standard,No,No,Credit Card,Annually
3443,28,Millennials,Female,Skirt,Clothing,78,12,936,1,936,Michigan,M,Violet,Spring,4.3,No,Next Day Air,No,No,PayPal,Weekly
3444,47,,Female,Dress,Clothing,24,28,672,,,Tennessee,L,Silver,Summer,5,No,Free Shipping,No,No,Cash,Bi-Weekly
3445,53,,Female,Pants,Clothing,63,12,756,,,Rhode Island,S,Green,Summer,3.8,No,2-Day Shipping,No,No,Bank Transfer,Bi-Weekly
3446,42,Gen X,Female,Hat,Accessories,58,3,174,1,174,Florida,M,Magenta,Fall,4.9,No,Standard,No,No,Debit Card,Annually
3447,51,Gen X,Female,Boots,Footwear,55,20,1100,1,1100,Louisiana,S,Purple,Spring,5,No,2-Day Shipping,No,No,Cash,Weekly
3448,62,,Female,Sandals,Footwear,58,3,174,,,Arkansas,M,Blue,Fall,4.3,No,Express,No,No,Bank Transfer,Bi-Weekly
3449,18,Gen Z,Female,Coat,Outerwear,28,32,896,1,896,Kentucky,S,Yellow,Winter,4.1,No,Express,No,No,Bank Transfer,Fortnightly
3450,48,Gen X,Female,Blouse,Clothing,37,35,1295,1,1295,Kansas,M,Brown,Spring,4.5,No,Standard,No,No,Cash,Monthly
3451,20,Gen Z,Female,Shorts,Clothing,78,31,2418,1,2418,Vermont,M,Pink,Spring,3.6,No,Store Pickup,No,No,PayPal,Monthly
3452,32,Millennials,Female,Blouse,Clothing,73,13,949,1,949,Nevada,XL,Silver,Fall,3,No,Free Shipping,No,No,Credit Card,Annually
3453,26,Gen Z,Female,Jacket,Outerwear,20,3,60,1,60,Oklahoma,M,Indigo,Spring,3.7,No,Next Day Air,No,No,Venmo,Fortnightly
3454,31,,Female,Shirt,Clothing,60,48,2880,,,Alabama,L,Pink,Winter,4.3,No,Standard,No,No,Venmo,Bi-Weekly
3455,55,,Female,Handbag,Accessories,71,15,1065,,,Louisiana,S,Lavender,Fall,4.6,No,Store Pickup,No,No,PayPal,Bi-Weekly
3456,49,Gen X,Female,T-shirt,Clothing,89,13,1157,1,1157,Ohio,M,Orange,Fall,4.7,No,Standard,No,No,Venmo,Annually
3457,42,Gen X,Female,Hoodie,Clothing,53,21,1113,1,1113,Texas,M,Red,Fall,4.6,No,Express,No,No,Venmo,Monthly
3458,64,Baby Boomers,Female,Jewelry,Accessories,87,29,2523,1,2523,Maryland,M,Gray,Summer,3,No,Express,No,No,Cash,Fortnightly
3459,68,Baby Boomers,Female,Jewelry,Accessories,37,24,888,1,888,West Virginia,L,Violet,Spring,3.4,No,Standard,No,No,Venmo,Quarterly
3460,68,Baby Boomers,Female,Hoodie,Clothing,37,21,777,1,777,Ohio,L,Green,Fall,3.8,No,Express,No,No,PayPal,Annually
3461,41,,Female,Scarf,Accessories,78,5,390,,,Indiana,M,Gold,Spring,3.1,No,Express,No,No,Bank Transfer,Bi-Weekly
3462,51,Gen X,Female,Shoes,Footwear,23,47,1081,1,1081,Wyoming,S,Maroon,Spring,4.4,No,Standard,No,No,Cash,Quarterly
3463,44,Gen X,Female,Jeans,Clothing,73,34,2482,1,2482,Michigan,L,Olive,Spring,4.5,No,Standard,No,No,Credit Card,Every 3 Months
3464,27,Millennials,Female,Jewelry,Accessories,27,45,1215,1,1215,Maine,M,Yellow,Fall,2.8,No,2-Day Shipping,No,No,PayPal,Fortnightly
3465,36,Millennials,Female,Coat,Outerwear,59,12,708,1,708,Utah,S,Peach,Winter,2.7,No,Next Day Air,No,No,PayPal,Annually
3466,19,Gen Z,Female,Backpack,Accessories,53,31,1643,1,1643,Iowa,M,Gold,Spring,3.4,No,Standard,No,No,Debit Card,Weekly
3467,49,Gen X,Female,Socks,Clothing,42,43,1806,1,1806,Maryland,S,Purple,Summer,4.6,No,Standard,No,No,Bank Transfer,Annually
3468,18,Gen Z,Female,Scarf,Accessories,45,5,225,1,225,Texas,M,Charcoal,Fall,5,No,Next Day Air,No,No,Credit Card,Annually
3469,36,Millennials,Female,Sunglasses,Accessories,89,36,3204,1,3204,Ohio,S,Indigo,Winter,3.5,No,Standard,No,No,Debit Card,Quarterly
3470,36,Millennials,Female,Socks,Clothing,85,12,1020,1,1020,North Dakota,L,Magenta,Fall,3.3,No,Store Pickup,No,No,Cash,Annually
3471,19,,Female,Coat,Outerwear,69,31,2139,,,West Virginia,S,Olive,Summer,4.5,No,Free Shipping,No,No,Cash,Bi-Weekly
3472,43,,Female,Sandals,Footwear,66,31,2046,,,North Carolina,S,Blue,Spring,3.1,No,Store Pickup,No,No,Cash,Bi-Weekly
3473,31,Millennials,Female,Blouse,Clothing,42,15,630,1,630,Georgia,S,White,Summer,4,No,Free Shipping,No,No,Debit Card,Weekly
3474,63,Baby Boomers,Female,Dress,Clothing,40,11,440,1,440,Kansas,M,Cyan,Spring,2.5,No,Express,No,No,Cash,Weekly
3475,41,Millennials,Female,Pants,Clothing,82,18,1476,1,1476,Maine,M,Cyan,Winter,4.4,No,Store Pickup,No,No,Venmo,Monthly
3476,48,Gen X,Female,Sneakers,Footwear,88,9,792,1,792,South Carolina,M,Orange,Spring,4.4,No,Express,No,No,Cash,Quarterly
3477,68,Baby Boomers,Female,Boots,Footwear,99,11,1089,1,1089,South Carolina,XL,Orange,Summer,3.2,No,Free Shipping,No,No,Cash,Weekly
3478,53,,Female,Handbag,Accessories,85,38,3230,,,Kentucky,S,Teal,Spring,3.8,No,Store Pickup,No,No,Debit Card,Bi-Weekly
3479,36,Millennials,Female,Handbag,Accessories,57,42,2394,1,2394,Arizona,M,Magenta,Fall,4.6,No,Store Pickup,No,No,PayPal,Quarterly
3480,46,Gen X,Female,Sweater,Clothing,56,41,2296,1,2296,New York,S,Orange,Summer,4.9,No,Standard,No,No,Cash,Monthly
3481,21,Gen Z,Female,Sandals,Footwear,79,45,3555,1,3555,New Hampshire,L,Peach,Winter,3.5,No,Free Shipping,No,No,PayPal,Monthly
3482,52,,Female,Socks,Clothing,67,41,2747,,,Ohio,S,Maroon,Summer,3.4,No,Store Pickup,No,No,Debit Card,Bi-Weekly
3483,66,Baby Boomers,Female,Gloves,Accessories,61,35,2135,1,2135,Hawaii,M,Gold,Winter,3.9,No,Next Day Air,No,No,Debit Card,Weekly
3484,19,Gen Z,Female,Hoodie,Clothing,37,21,777,1,777,Texas,L,White,Winter,3.9,No,Express,No,No,Credit Card,Every 3 Months
3485,44,,Female,Dress,Clothing,75,13,975,,,Illinois,L,Gray,Fall,4.2,No,Free Shipping,No,No,Credit Card,Bi-Weekly
3486,50,Gen X,Female,Shirt,Clothing,21,23,483,1,483,Massachusetts,XL,Brown,Winter,3.4,No,Standard,No,No,Debit Card,Fortnightly
3487,51,Gen X,Female,Shorts,Clothing,89,6,534,1,534,North Carolina,L,Charcoal,Winter,4.9,No,Standard,No,No,PayPal,Weekly
3488,25,Gen Z,Female,Sandals,Footwear,24,39,936,1,936,West Virginia,L,Beige,Fall,2.9,No,Store Pickup,No,No,Bank Transfer,Annually
3489,62,Baby Boomers,Female,Sweater,Clothing,27,7,189,1,189,Delaware,XL,Teal,Spring,4.9,No,Store Pickup,No,No,Cash,Quarterly
3490,48,Gen X,Female,Dress,Clothing,26,32,832,1,832,Idaho,L,Black,Summer,4.6,No,2-Day Shipping,No,No,PayPal,Every 3 Months
3491,62,Baby Boomers,Female,Boots,Footwear,82,43,3526,1,3526,Oregon,M,Violet,Spring,3.6,No,Store Pickup,No,No,Credit Card,Quarterly
3492,22,Gen Z,Female,Pants,Clothing,28,15,420,1,420,Maine,M,Orange,Winter,4.3,No,Express,No,No,Cash,Monthly
3493,48,Gen X,Female,Gloves,Accessories,65,48,3120,1,3120,South Dakota,M,Turquoise,Fall,4.6,No,Standard,No,No,Bank Transfer,Annually
3494,48,Gen X,Female,Pants,Clothing,82,35,2870,1,2870,New Mexico,XL,Black,Winter,4.7,No,Store Pickup,No,No,Credit Card,Weekly
3495,62,Baby Boomers,Female,Scarf,Accessories,38,41,1558,1,1558,Washington,M,Silver,Winter,3.5,No,Free Shipping,No,No,PayPal,Quarterly
3496,24,Gen Z,Female,Shorts,Clothing,33,14,462,1,462,Georgia,XL,Gray,Spring,2.8,No,Free Shipping,No,No,Cash,Weekly
3497,39,Millennials,Female,Shoes,Footwear,38,22,836,1,836,Idaho,M,Pink,Summer,4,No,Free Shipping,No,No,PayPal,Monthly
3498,35,Millennials,Female,Handbag,Accessories,48,16,768,1,768,Colorado,M,Red,Spring,4.3,No,Store Pickup,No,No,Venmo,Every 3 Months
3499,47,,Female,Sandals,Footwear,35,2,70,,,Kentucky,M,Lavender,Summer,3.8,No,Standard,No,No,Bank Transfer,Bi-Weekly
3500,22,Gen Z,Female,Socks,Clothing,29,13,377,1,377,New Jersey,L,Indigo,Fall,3,No,Next Day Air,No,No,PayPal,Every 3 Months
3501,38,Millennials,Female,Shirt,Clothing,48,38,1824,1,1824,Oregon,S,Silver,Fall,4.6,No,Next Day Air,No,No,Debit Card,Fortnightly
3502,53,Gen X,Female,Shoes,Footwear,87,43,3741,1,3741,Nebraska,M,Silver,Fall,4.8,No,Standard,No,No,Bank Transfer,Weekly
3503,31,Millennials,Female,Backpack,Accessories,62,26,1612,1,1612,Massachusetts,M,Green,Fall,4.7,No,Next Day Air,No,No,Bank Transfer,Quarterly
3504,31,Millennials,Female,Shirt,Clothing,96,39,3744,1,3744,Nebraska,M,Pink,Spring,3.9,No,Free Shipping,No,No,Cash,Weekly
3505,65,Baby Boomers,Female,Handbag,Accessories,41,50,2050,1,2050,Hawaii,S,Violet,Fall,4,No,Next Day Air,No,No,Venmo,Monthly
3506,48,Gen X,Female,Jewelry,Accessories,42,40,1680,1,1680,Indiana,L,Red,Winter,3.7,No,2-Day Shipping,No,No,Bank Transfer,Every 3 Months
3507,18,Gen Z,Female,Shirt,Clothing,57,12,684,1,684,Illinois,L,Olive,Winter,3.7,No,2-Day Shipping,No,No,Cash,Fortnightly
